* #variable= 3318 #constraint= 6983
+15 ~x1262 +1 ~x1263 +1 ~x1264 +1 ~x1265 +1 ~x1266 +1 ~x1267 +1 ~x1272 +1 ~x1326 +1 ~x1327 +1 ~x1328 +1 ~x1329 +1 ~x1330 +1 ~x1331 +1 ~x1336 +1 ~x1393 +1 ~x1342 >= 15;
+14 ~x1263 +1 ~x1264 +1 ~x1265 +1 ~x1266 +1 ~x1267 +1 ~x1272 +1 ~x1330 +1 ~x1332 +1 ~x1333 +1 ~x1334 +1 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1393 +1 ~x1342 >= 14;
+13 ~x1264 +1 ~x1265 +1 ~x1266 +1 ~x1267 +1 ~x1272 +1 ~x1330 +1 ~x1336 +1 ~x1393 +1 ~x1338 +1 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 >= 13;
+7 ~x1265 +1 ~x1266 +1 ~x1267 +1 ~x1272 +1 ~x1330 +1 ~x1336 +1 ~x1393 +1 ~x1342 >= 7;
+6 ~x1266 +1 ~x1267 +1 ~x1272 +1 ~x1330 +1 ~x1336 +1 ~x1393 +1 ~x1342 >= 6;
+10 ~x1267 +1 ~x1268 +1 ~x1269 +1 ~x1270 +1 ~x1271 +1 ~x1272 +1 ~x1273 +1 ~x1330 +1 ~x1336 +1 ~x1393 +1 ~x1342 >= 10;
+15 ~x1268 +1 ~x1269 +1 ~x1270 +1 ~x1271 +1 ~x1272 +1 ~x1273 +1 ~x1305 +1 ~x1326 +1 ~x1327 +1 ~x1328 +1 ~x1329 +1 ~x1330 +1 ~x1331 +1 ~x1337 +1 ~x1392 +1 ~x1343 >= 15;
+14 ~x1269 +1 ~x1270 +1 ~x1271 +1 ~x1272 +1 ~x1273 +1 ~x1305 +1 ~x1331 +1 ~x1332 +1 ~x1333 +1 ~x1334 +1 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1392 +1 ~x1343 >= 14;
+13 ~x1270 +1 ~x1271 +1 ~x1272 +1 ~x1273 +1 ~x1305 +1 ~x1331 +1 ~x1337 +1 ~x1392 +1 ~x1338 +1 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 >= 13;
+7 ~x1271 +1 ~x1272 +1 ~x1273 +1 ~x1305 +1 ~x1331 +1 ~x1337 +1 ~x1392 +1 ~x1343 >= 7;
+6 ~x1272 +1 ~x1273 +1 ~x1305 +1 ~x1331 +1 ~x1337 +1 ~x1392 +1 ~x1343 >= 6;
+5 ~x1273 +1 ~x1305 +1 ~x1331 +1 ~x1337 +1 ~x1392 +1 ~x1343 >= 5;
+3 ~x1304 +1 ~x1305 +1 ~x1307 +1 ~x1440 >= 3;
+2 ~x1305 +1 ~x1307 +1 ~x1440 >= 2;
+7 ~x1306 +1 ~x1352 +1 ~x1353 +1 ~x1368 +1 ~x1369 +1 ~x1374 +1 ~x1375 +1 ~x1441 >= 7;
+3 ~x1307 +1 ~x1364 +1 ~x1365 +1 ~x1440 >= 3;
+8 ~x1308 +1 ~x1309 +1 ~x1310 +1 ~x1311 +1 ~x1312 +1 ~x1313 +1 ~x1314 +1 ~x1401 +1 ~x1320 >= 8;
+12 ~x1309 +1 ~x1310 +1 ~x1311 +1 ~x1312 +1 ~x1313 +1 ~x1314 +1 ~x1315 +1 ~x1316 +1 ~x1317 +1 ~x1318 +1 ~x1319 +1 ~x1401 +1 ~x1320 >= 12;
+11 ~x1310 +1 ~x1311 +1 ~x1312 +1 ~x1313 +1 ~x1314 +1 ~x1401 +1 ~x1320 +1 ~x1321 +1 ~x1322 +1 ~x1323 +1 ~x1324 +1 ~x1325 >= 11;
+5 ~x1311 +1 ~x1312 +1 ~x1313 +1 ~x1314 +1 ~x1401 +1 ~x1320 >= 5;
+4 ~x1312 +1 ~x1313 +1 ~x1314 +1 ~x1401 +1 ~x1320 >= 4;
+3 ~x1313 +1 ~x1314 +1 ~x1401 +1 ~x1320 >= 3;
+7 ~x1314 +1 ~x1315 +1 ~x1316 +1 ~x1317 +1 ~x1318 +1 ~x1319 +1 ~x1400 +1 ~x1321 >= 7;
+6 ~x1315 +1 ~x1316 +1 ~x1317 +1 ~x1318 +1 ~x1319 +1 ~x1400 +1 ~x1321 >= 6;
+10 ~x1316 +1 ~x1317 +1 ~x1318 +1 ~x1319 +1 ~x1400 +1 ~x1320 +1 ~x1321 +1 ~x1322 +1 ~x1323 +1 ~x1324 +1 ~x1325 >= 10;
+4 ~x1317 +1 ~x1318 +1 ~x1319 +1 ~x1400 +1 ~x1321 >= 4;
+3 ~x1318 +1 ~x1319 +1 ~x1400 +1 ~x1321 >= 3;
+2 ~x1319 +1 ~x1400 +1 ~x1321 >= 2;
+8 ~x1326 +1 ~x1327 +1 ~x1328 +1 ~x1329 +1 ~x1330 +1 ~x1331 +1 ~x1332 +1 ~x1396 +1 ~x1338 >= 8;
+12 ~x1327 +1 ~x1328 +1 ~x1329 +1 ~x1330 +1 ~x1331 +1 ~x1332 +1 ~x1333 +1 ~x1334 +1 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1396 +1 ~x1338 >= 12;
+11 ~x1328 +1 ~x1329 +1 ~x1330 +1 ~x1331 +1 ~x1332 +1 ~x1396 +1 ~x1338 +1 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 >= 11;
+5 ~x1329 +1 ~x1330 +1 ~x1331 +1 ~x1332 +1 ~x1396 +1 ~x1338 >= 5;
+4 ~x1330 +1 ~x1331 +1 ~x1332 +1 ~x1396 +1 ~x1338 >= 4;
+3 ~x1331 +1 ~x1332 +1 ~x1396 +1 ~x1338 >= 3;
+7 ~x1332 +1 ~x1333 +1 ~x1334 +1 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1395 +1 ~x1339 >= 7;
+6 ~x1333 +1 ~x1334 +1 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1395 +1 ~x1339 >= 6;
+10 ~x1334 +1 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1395 +1 ~x1338 +1 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 >= 10;
+4 ~x1335 +1 ~x1336 +1 ~x1337 +1 ~x1395 +1 ~x1339 >= 4;
+3 ~x1336 +1 ~x1337 +1 ~x1395 +1 ~x1339 >= 3;
+2 ~x1337 +1 ~x1395 +1 ~x1339 >= 2;
+3 ~x1344 +1 ~x1345 +1 ~x1391 +1 ~x1346 >= 3;
+3 ~x1345 +1 ~x1391 +1 ~x1346 +1 ~x1347 >= 3;
+3 ~x1348 +1 ~x1349 +1 ~x1390 +1 ~x1350 >= 3;
+3 ~x1349 +1 ~x1390 +1 ~x1350 +1 ~x1351 >= 3;
+3 ~x1352 +1 ~x1353 +1 ~x1389 +1 ~x1354 >= 3;
+3 ~x1353 +1 ~x1389 +1 ~x1354 +1 ~x1355 >= 3;
+3 ~x1356 +1 ~x1357 +1 ~x1388 +1 ~x1358 >= 3;
+3 ~x1357 +1 ~x1388 +1 ~x1358 +1 ~x1359 >= 3;
+3 ~x1360 +1 ~x1361 +1 ~x1387 +1 ~x1362 >= 3;
+3 ~x1361 +1 ~x1387 +1 ~x1362 +1 ~x1363 >= 3;
+3 ~x1364 +1 ~x1365 +1 ~x1386 +1 ~x1366 >= 3;
+3 ~x1365 +1 ~x1386 +1 ~x1366 +1 ~x1367 >= 3;
+9 ~x1368 +1 ~x1385 +1 ~x1320 +1 ~x1321 +1 ~x1322 +1 ~x1323 +1 ~x1324 +1 ~x1325 +1 ~x1374 +1 ~x1375 >= 9;
+9 ~x1369 +1 ~x1384 +1 ~x1338 +1 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 +1 ~x1374 +1 ~x1375 >= 9;
+4 ~x1370 +1 ~x1383 +1 ~x1358 +1 ~x1359 +1 ~x1376 >= 4;
+4 ~x1371 +1 ~x1382 +1 ~x1366 +1 ~x1367 +1 ~x1377 >= 4;
+4 ~x1372 +1 ~x1381 +1 ~x1366 +1 ~x1367 +1 ~x1378 >= 4;
+4 ~x1373 +1 ~x1380 +1 ~x1362 +1 ~x1363 +1 ~x1379 >= 4;
+7 ~x1320 +1 ~x1321 +1 ~x1322 +1 ~x1323 +1 ~x1324 +1 ~x1325 +1 ~x1374 +1 ~x1442 >= 7;
+6 ~x1321 +1 ~x1322 +1 ~x1323 +1 ~x1324 +1 ~x1325 +1 ~x1374 +1 ~x1442 >= 6;
+5 ~x1322 +1 ~x1323 +1 ~x1324 +1 ~x1325 +1 ~x1374 +1 ~x1442 >= 5;
+4 ~x1323 +1 ~x1324 +1 ~x1325 +1 ~x1374 +1 ~x1442 >= 4;
+3 ~x1324 +1 ~x1325 +1 ~x1374 +1 ~x1442 >= 3;
+2 ~x1325 +1 ~x1374 +1 ~x1442 >= 2;
+7 ~x1338 +1 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 +1 ~x1375 +1 ~x1443 >= 7;
+6 ~x1339 +1 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 +1 ~x1375 +1 ~x1443 >= 6;
+5 ~x1340 +1 ~x1341 +1 ~x1342 +1 ~x1343 +1 ~x1375 +1 ~x1443 >= 5;
+4 ~x1341 +1 ~x1342 +1 ~x1343 +1 ~x1375 +1 ~x1443 >= 4;
+3 ~x1342 +1 ~x1343 +1 ~x1375 +1 ~x1443 >= 3;
+2 ~x1343 +1 ~x1375 +1 ~x1443 >= 2;
+2 ~x1346 +1 ~x1347 +1 ~x1444 >= 2;
+1 ~x1347 +1 ~x1444 >= 1;
+2 ~x1350 +1 ~x1351 +1 ~x1445 >= 2;
+1 ~x1351 +1 ~x1445 >= 1;
+2 ~x1354 +1 ~x1355 +1 ~x1446 >= 2;
+1 ~x1355 +1 ~x1446 >= 1;
+3 ~x1358 +1 ~x1359 +1 ~x1376 +1 ~x1447 >= 3;
+2 ~x1359 +1 ~x1376 +1 ~x1447 >= 2;
+3 ~x1362 +1 ~x1363 +1 ~x1379 +1 ~x1448 >= 3;
+2 ~x1363 +1 ~x1379 +1 ~x1448 >= 2;
+4 ~x1366 +1 ~x1367 +1 ~x1377 +1 ~x1378 +1 ~x1449 >= 4;
+3 ~x1367 +1 ~x1377 +1 ~x1378 +1 ~x1449 >= 3;
+2 ~x1374 +1 ~x1375 +1 ~x1441 >= 2;
+1 ~x1375 +1 ~x1441 >= 1;
+1 ~x1376 +1 ~x1450 >= 1;
+1 ~x1377 +1 ~x1451 >= 1;
+1 ~x1378 +1 ~x1452 >= 1;
+1 ~x1379 +1 ~x1453 >= 1;
+9 ~x1538 +1 ~x1537 +1 ~x1536 +1 ~x1535 +1 ~x1534 +1 ~x1513 +1 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 9;
+8 ~x1537 +1 ~x1536 +1 ~x1535 +1 ~x1534 +1 ~x1513 +1 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 8;
+7 ~x1536 +1 ~x1535 +1 ~x1534 +1 ~x1513 +1 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 7;
+6 ~x1535 +1 ~x1534 +1 ~x1513 +1 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 6;
+5 ~x1534 +1 ~x1513 +1 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 5;
+9 ~x1533 +1 ~x1532 +1 ~x1531 +1 ~x1530 +1 ~x1529 +1 ~x1511 +1 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 9;
+8 ~x1532 +1 ~x1531 +1 ~x1530 +1 ~x1529 +1 ~x1511 +1 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 8;
+7 ~x1531 +1 ~x1530 +1 ~x1529 +1 ~x1511 +1 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 7;
+6 ~x1530 +1 ~x1529 +1 ~x1511 +1 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 6;
+5 ~x1529 +1 ~x1511 +1 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 5;
+9 ~x1528 +1 ~x1527 +1 ~x1526 +1 ~x1525 +1 ~x1524 +1 ~x1509 +1 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 9;
+8 ~x1527 +1 ~x1526 +1 ~x1525 +1 ~x1524 +1 ~x1509 +1 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 8;
+7 ~x1526 +1 ~x1525 +1 ~x1524 +1 ~x1509 +1 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 7;
+6 ~x1525 +1 ~x1524 +1 ~x1509 +1 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 6;
+5 ~x1524 +1 ~x1509 +1 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 5;
+9 ~x1523 +1 ~x1522 +1 ~x1521 +1 ~x1520 +1 ~x1519 +1 ~x1507 +1 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 9;
+8 ~x1522 +1 ~x1521 +1 ~x1520 +1 ~x1519 +1 ~x1507 +1 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 8;
+7 ~x1521 +1 ~x1520 +1 ~x1519 +1 ~x1507 +1 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 7;
+6 ~x1520 +1 ~x1519 +1 ~x1507 +1 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 6;
+5 ~x1519 +1 ~x1507 +1 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 5;
+21 ~x1518 +1 ~x1517 +1 ~x1516 +1 ~x1515 +1 ~x1514 +1 ~x1500 +1 ~x1505 +1 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1465 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 21;
+20 ~x1517 +1 ~x1516 +1 ~x1515 +1 ~x1514 +1 ~x1499 +1 ~x1505 +1 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1464 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 20;
+19 ~x1516 +1 ~x1515 +1 ~x1514 +1 ~x1497 +1 ~x1505 +1 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1462 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 19;
+18 ~x1515 +1 ~x1514 +1 ~x1496 +1 ~x1505 +1 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1461 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 18;
+16 ~x1514 +1 ~x1505 +1 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1460 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 16;
+14 ~x1500 +1 ~x1499 +1 ~x1498 +1 ~x1497 +1 ~x1496 +1 ~x1490 +1 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 14;
+13 ~x1499 +1 ~x1498 +1 ~x1497 +1 ~x1496 +1 ~x1490 +1 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 13;
+12 ~x1498 +1 ~x1497 +1 ~x1496 +1 ~x1490 +1 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 12;
+11 ~x1497 +1 ~x1496 +1 ~x1490 +1 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 11;
+10 ~x1496 +1 ~x1490 +1 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 10;
+4 ~x1513 +1 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 4;
+3 ~x1512 +1 ~x1485 +1 ~x1457 +1 ~x1549 >= 3;
+4 ~x1511 +1 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 4;
+3 ~x1510 +1 ~x1483 +1 ~x1456 +1 ~x1550 >= 3;
+4 ~x1509 +1 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 4;
+3 ~x1508 +1 ~x1482 +1 ~x1455 +1 ~x1551 >= 3;
+4 ~x1507 +1 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 4;
+3 ~x1506 +1 ~x1480 +1 ~x1454 +1 ~x1552 >= 3;
+14 ~x1505 +1 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 14;
+13 ~x1504 +1 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 13;
+12 ~x1503 +1 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 12;
+11 ~x1502 +1 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 11;
+10 ~x1501 +1 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 10;
+9 ~x1490 +1 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 9;
+8 ~x1489 +1 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 8;
+7 ~x1488 +1 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 7;
+6 ~x1487 +1 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 6;
+5 ~x1486 +1 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 5;
+9 ~x1484 +1 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 9;
+4 ~x1481 +1 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 4;
+8 ~x1495 +1 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 8;
+7 ~x1494 +1 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 7;
+6 ~x1493 +1 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 6;
+5 ~x1492 +1 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 5;
+4 ~x1491 +1 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 4;
+2 ~x1485 +1 ~x1457 +1 ~x1549 >= 2;
+2 ~x1483 +1 ~x1456 +1 ~x1550 >= 2;
+2 ~x1482 +1 ~x1455 +1 ~x1551 >= 2;
+2 ~x1480 +1 ~x1454 +1 ~x1552 >= 2;
+3 ~x1479 +1 ~x1478 +1 ~x1476 +1 ~x1539 >= 3;
+2 ~x1478 +1 ~x1476 +1 ~x1539 >= 2;
+3 ~x1477 +1 ~x1459 +1 ~x1458 +1 ~x1540 >= 3;
+1 ~x1476 +1 ~x1539 >= 1;
+5 ~x1475 +1 ~x1474 +1 ~x1473 +1 ~x1472 +1 ~x1471 +1 ~x1541 >= 5;
+4 ~x1474 +1 ~x1473 +1 ~x1472 +1 ~x1471 +1 ~x1541 >= 4;
+3 ~x1473 +1 ~x1472 +1 ~x1471 +1 ~x1541 >= 3;
+2 ~x1472 +1 ~x1471 +1 ~x1541 >= 2;
+1 ~x1471 +1 ~x1541 >= 1;
+5 ~x1470 +1 ~x1469 +1 ~x1468 +1 ~x1467 +1 ~x1466 +1 ~x1542 >= 5;
+4 ~x1469 +1 ~x1468 +1 ~x1467 +1 ~x1466 +1 ~x1542 >= 4;
+3 ~x1468 +1 ~x1467 +1 ~x1466 +1 ~x1542 >= 3;
+2 ~x1467 +1 ~x1466 +1 ~x1542 >= 2;
+1 ~x1466 +1 ~x1542 >= 1;
+1 ~x1465 +1 ~x1543 >= 1;
+1 ~x1464 +1 ~x1544 >= 1;
+1 ~x1463 +1 ~x1545 >= 1;
+1 ~x1462 +1 ~x1546 >= 1;
+1 ~x1461 +1 ~x1547 >= 1;
+1 ~x1460 +1 ~x1548 >= 1;
+2 ~x1459 +1 ~x1458 +1 ~x1540 >= 2;
+1 ~x1458 +1 ~x1540 >= 1;
+1 ~x1457 +1 ~x1549 >= 1;
+1 ~x1456 +1 ~x1550 >= 1;
+1 ~x1455 +1 ~x1551 >= 1;
+1 ~x1454 +1 ~x1552 >= 1;
+16 ~x1553 +1 ~x1558 +1 ~x1593 +1 ~x1956 +1 ~x1618 +1 ~x1619 +1 ~x1620 +1 ~x1622 +1 ~x1623 +1 ~x1624 +1 ~x1621 +1 ~x1800 +1 ~x1801 +1 ~x1802 +1 ~x1803 +1 ~x1804 +1 ~x1805 >= 16;
+16 ~x1554 +1 ~x1559 +1 ~x1594 +1 ~x1955 +1 ~x1618 +1 ~x1619 +1 ~x1620 +1 ~x1622 +1 ~x1623 +1 ~x1625 +1 ~x1621 +1 ~x1806 +1 ~x1807 +1 ~x1808 +1 ~x1809 +1 ~x1810 +1 ~x1811 >= 16;
+16 ~x1555 +1 ~x1560 +1 ~x1595 +1 ~x1954 +1 ~x1618 +1 ~x1619 +1 ~x1620 +1 ~x1622 +1 ~x1623 +1 ~x1626 +1 ~x1621 +1 ~x1812 +1 ~x1813 +1 ~x1814 +1 ~x1815 +1 ~x1816 +1 ~x1817 >= 16;
+16 ~x1556 +1 ~x1561 +1 ~x1596 +1 ~x1953 +1 ~x1618 +1 ~x1619 +1 ~x1620 +1 ~x1622 +1 ~x1623 +1 ~x1628 +1 ~x1621 +1 ~x1736 +1 ~x1737 +1 ~x1738 +1 ~x1739 +1 ~x1740 +1 ~x1741 >= 16;
+16 ~x1557 +1 ~x1562 +1 ~x1597 +1 ~x1952 +1 ~x1618 +1 ~x1619 +1 ~x1620 +1 ~x1622 +1 ~x1623 +1 ~x1629 +1 ~x1621 +1 ~x1742 +1 ~x1743 +1 ~x1744 +1 ~x1745 +1 ~x1746 +1 ~x1747 >= 16;
+15 ~x1558 +1 ~x1593 +1 ~x1956 +1 ~x1618 +1 ~x1624 +1 ~x1625 +1 ~x1626 +1 ~x1628 +1 ~x1629 +1 ~x1627 +1 ~x1818 +1 ~x1819 +1 ~x1820 +1 ~x1821 +1 ~x1822 +1 ~x1823 >= 15;
+15 ~x1559 +1 ~x1594 +1 ~x1955 +1 ~x1619 +1 ~x1624 +1 ~x1625 +1 ~x1626 +1 ~x1628 +1 ~x1629 +1 ~x1627 +1 ~x1824 +1 ~x1825 +1 ~x1826 +1 ~x1827 +1 ~x1828 +1 ~x1829 >= 15;
+15 ~x1560 +1 ~x1595 +1 ~x1954 +1 ~x1620 +1 ~x1624 +1 ~x1625 +1 ~x1626 +1 ~x1628 +1 ~x1629 +1 ~x1627 +1 ~x1830 +1 ~x1831 +1 ~x1832 +1 ~x1833 +1 ~x1834 +1 ~x1835 >= 15;
+15 ~x1561 +1 ~x1596 +1 ~x1953 +1 ~x1622 +1 ~x1624 +1 ~x1625 +1 ~x1626 +1 ~x1628 +1 ~x1629 +1 ~x1627 +1 ~x1754 +1 ~x1755 +1 ~x1756 +1 ~x1757 +1 ~x1758 +1 ~x1759 >= 15;
+15 ~x1562 +1 ~x1597 +1 ~x1952 +1 ~x1623 +1 ~x1624 +1 ~x1625 +1 ~x1626 +1 ~x1628 +1 ~x1629 +1 ~x1627 +1 ~x1760 +1 ~x1761 +1 ~x1762 +1 ~x1763 +1 ~x1764 +1 ~x1765 >= 15;
+16 ~x1563 +1 ~x1568 +1 ~x1603 +1 ~x1951 +1 ~x1630 +1 ~x1631 +1 ~x1632 +1 ~x1633 +1 ~x1634 +1 ~x1636 +1 ~x1635 +1 ~x1800 +1 ~x1801 +1 ~x1802 +1 ~x1803 +1 ~x1804 +1 ~x1805 >= 16;
+16 ~x1564 +1 ~x1569 +1 ~x1604 +1 ~x1950 +1 ~x1630 +1 ~x1631 +1 ~x1632 +1 ~x1633 +1 ~x1634 +1 ~x1637 +1 ~x1635 +1 ~x1806 +1 ~x1807 +1 ~x1808 +1 ~x1809 +1 ~x1810 +1 ~x1811 >= 16;
+16 ~x1565 +1 ~x1570 +1 ~x1605 +1 ~x1949 +1 ~x1630 +1 ~x1631 +1 ~x1632 +1 ~x1633 +1 ~x1634 +1 ~x1638 +1 ~x1635 +1 ~x1812 +1 ~x1813 +1 ~x1814 +1 ~x1815 +1 ~x1816 +1 ~x1817 >= 16;
+16 ~x1566 +1 ~x1571 +1 ~x1606 +1 ~x1948 +1 ~x1630 +1 ~x1631 +1 ~x1632 +1 ~x1633 +1 ~x1634 +1 ~x1639 +1 ~x1635 +1 ~x1730 +1 ~x1731 +1 ~x1732 +1 ~x1733 +1 ~x1734 +1 ~x1735 >= 16;
+16 ~x1567 +1 ~x1572 +1 ~x1607 +1 ~x1947 +1 ~x1630 +1 ~x1631 +1 ~x1632 +1 ~x1633 +1 ~x1634 +1 ~x1640 +1 ~x1635 +1 ~x1736 +1 ~x1737 +1 ~x1738 +1 ~x1739 +1 ~x1740 +1 ~x1741 >= 16;
+15 ~x1568 +1 ~x1603 +1 ~x1951 +1 ~x1630 +1 ~x1636 +1 ~x1637 +1 ~x1638 +1 ~x1639 +1 ~x1640 +1 ~x1641 +1 ~x1818 +1 ~x1819 +1 ~x1820 +1 ~x1821 +1 ~x1822 +1 ~x1823 >= 15;
+15 ~x1569 +1 ~x1604 +1 ~x1950 +1 ~x1631 +1 ~x1636 +1 ~x1637 +1 ~x1638 +1 ~x1639 +1 ~x1640 +1 ~x1641 +1 ~x1824 +1 ~x1825 +1 ~x1826 +1 ~x1827 +1 ~x1828 +1 ~x1829 >= 15;
